DATE,STATION,NAME,PRCP,TAVG,TMAX,TMIN,target
2020-11-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.7,23.5,9.7,0
2020-11-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.6,23.5,8.4,0
2020-11-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.2,22.5,8.1,0
2020-11-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.9,22.8,9.6,0
2020-11-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.3,22.8,12.3,0
2020-11-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.4,22.2,13.0,0
2020-11-26,IN006011400,"CHANDIGARH IAFB, IN",5.1,15.3,21.7,13.0,1
2020-11-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.4,25.8,9.1,0
2020-11-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.8,25.8,8.7,0
2020-11-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.5,25.1,10.2,0
2020-11-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.7,24.3,9.1,0
2020-12-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.4,24.9,9.0,0
2020-12-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.3,24.9,9.4,0
2020-12-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.6,25.1,9.6,0
2020-12-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.6,25.1,10.6,0
2020-12-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.1,25.4,10.6,0
2020-12-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.1,26.8,12.4,0
2020-12-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.1,26.8,12.4,0
2020-12-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.5,26.2,11.5,0
2020-12-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.2,26.6,10.8,0
2020-12-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.3,26.6,11.2,0
2020-12-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.7,28.1,10.4,0
2020-12-12,IN006011400,"CHANDIGARH IAFB, IN",5.1,17.2,28.1,10.4,1
2020-12-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.8,23.0,10.4,0
2020-12-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.9,14.9,10.4,0
2020-12-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.7,17.2,10.4,0
2020-12-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,9.3,17.2,6.2,0
2020-12-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.7,16.6,5.1,0
2020-12-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,9.3,17.6,4.4,0
2020-12-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.6,20.3,4.3,0
2020-12-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.8,20.6,4.2,0
2020-12-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.6,22.0,5.8,0
2020-12-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.5,22.0,6.1,0
2020-12-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.3,22.0,5.7,0
2020-12-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.8,21.5,4.7,0
2020-12-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.1,21.5,4.4,0
2020-12-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.5,20.2,4.0,0
2020-12-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.6,20.2,4.1,0
2020-12-28,IN006011400,"CHANDIGARH IAFB, IN",4.1,9.2,20.2,4.1,1
2020-12-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,7.8,14.5,2.8,0
2020-12-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,6.6,14.0,2.8,0
2020-12-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.8,16.3,2.7,0
2021-01-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.2,17.4,6.1,0
2021-01-02,IN006011400,"CHANDIGARH IAFB, IN",0.5,12.6,17.4,6.1,1
2021-01-03,IN006011400,"CHANDIGARH IAFB, IN",0.8,16.3,23.2,11.4,1
2021-01-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.8,25.8,12.5,0
2021-01-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.5,25.8,14.0,0
2021-01-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.8,23.0,14.0,0
2021-01-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.8,23.0,12.0,0
2021-01-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.1,21.2,12.0,0
2021-01-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.3,21.2,10.8,0
2021-01-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.9,17.4,9.4,0
2021-01-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.1,16.8,9.4,0
2021-01-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.9,16.8,9.4,0
2021-01-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.6,12.2,5.7,0
2021-01-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.7,17.7,3.8,0
2021-01-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.3,20.8,7.2,0
2021-01-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.9,20.8,5.8,0
2021-01-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.2,19.2,8.3,0
2021-01-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.9,22.6,7.6,0
2021-01-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.3,23.0,7.1,0
2021-01-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.2,23.0,7.1,0
2021-01-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.1,18.9,7.2,0
2021-01-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.7,18.9,7.8,0
2021-01-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.1,20.8,12.6,0
2021-01-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.7,20.8,11.2,0
2021-01-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.4,17.7,11.2,0
2021-01-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.9,20.0,5.7,0
2021-01-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.6,21.0,6.2,0
2021-01-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.2,21.0,5.2,0
2021-01-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.7,19.5,4.2,0
2021-01-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.6,20.6,7.0,0
2021-01-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.8,21.8,4.0,0
2021-02-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.6,21.9,6.8,0
2021-02-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.7,24.2,6.2,0
2021-02-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.2,24.2,12.6,0
2021-02-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.0,23.8,12.6,0
2021-02-05,IN006011400,"CHANDIGARH IAFB, IN",7.1,13.4,21.2,6.1,1
2021-02-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.0,21.9,6.6,0
2021-02-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.4,22.8,7.6,0
2021-02-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.6,23.4,7.6,0
2021-02-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.8,24.1,9.6,0
2021-02-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.1,24.1,10.2,0
2021-02-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.1,23.5,10.2,0
2021-02-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.7,25.0,9.8,0
2021-02-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.0,26.0,9.8,0
2021-02-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.6,27.0,10.3,0
2021-02-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.3,27.0,9.2,0
2021-02-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.1,27.0,10.7,0
2021-02-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.1,27.0,10.8,0
2021-02-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,19.9,27.8,13.1,0
2021-02-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,20.9,28.9,13.3,0
2021-02-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.4,31.1,11.6,0
2021-02-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,22.1,31.6,13.1,0
2021-02-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.7,32.7,13.6,0
2021-02-27,IN006011400,"CHANDIGARH IAFB, IN",3.0,21.7,32.7,13.6,1
2021-02-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,19.3,29.6,11.1,0
2021-03-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,19.2,28.0,11.1,0
2021-03-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,19.9,27.2,13.2,0
2021-03-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,20.9,29.2,14.0,0
2021-03-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,20.9,30.0,12.2,0
2021-03-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.2,30.0,13.2,0
2021-03-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,22.1,30.2,14.2,0
2021-03-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.3,30.7,17.6,0
2021-03-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.8,31.1,19.8,0
2021-03-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.2,32.8,17.0,0
2021-03-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.2,32.8,17.0,0
2021-03-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.3,33.3,15.2,0
2021-03-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.1,33.3,15.2,0
2021-03-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.2,30.4,13.2,0
2021-03-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,22.1,29.5,13.4,0
2021-03-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,22.8,30.2,15.7,0
2021-03-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.6,30.2,16.7,0
2021-03-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.6,31.7,15.9,0
2021-03-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.1,32.9,16.0,0
2021-03-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.9,32.9,17.3,0
2021-03-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.2,31.9,16.8,0
2021-03-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.8,31.6,16.6,0
2021-03-22,IN006011400,"CHANDIGARH IAFB, IN",2.0,23.4,30.6,17.6,1
2021-03-23,IN006011400,"CHANDIGARH IAFB, IN",1.0,20.4,30.1,17.6,1
2021-03-24,IN006011400,"CHANDIGARH IAFB, IN",2.0,22.8,31.1,13.6,1
2021-03-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.1,31.1,14.2,0
2021-03-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.0,30.6,14.7,0
2021-03-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.5,32.4,15.6,0
2021-03-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.9,34.0,18.1,0
2021-03-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.5,34.0,18.1,0
2021-03-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.4,36.5,19.2,0
2021-03-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.7,36.5,15.6,0
2021-04-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.9,32.0,14.3,0
2021-04-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.6,31.4,12.3,0
2021-04-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.6,32.8,12.3,0
2021-04-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.8,35.5,14.4,0
2021-04-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.2,35.5,19.0,0
2021-04-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.9,35.2,19.0,0
2021-04-07,IN006011400,"CHANDIGARH IAFB, IN",3.0,26.3,35.2,18.2,1
2021-04-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.9,34.8,17.1,0
2021-04-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.0,35.1,14.4,0
2021-04-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.3,36.6,15.4,0
2021-04-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.2,37.5,17.2,0
2021-04-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.7,37.5,17.2,0
2021-04-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.0,37.0,19.6,0
2021-04-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.2,39.2,20.8,0
2021-04-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,39.2,20.8,0
2021-04-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.9,39.0,20.5,0
2021-04-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.6,39.0,20.8,0
2021-04-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.0,34.6,19.6,0
2021-04-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.6,36.5,19.5,0
2021-04-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.1,36.5,18.6,0
2021-04-21,IN006011400,"CHANDIGARH IAFB, IN",5.1,23.4,30.7,17.4,1
2021-04-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.6,29.9,17.4,0
2021-04-23,IN006011400,"CHANDIGARH IAFB, IN",6.1,20.3,29.9,15.7,1
2021-04-24,IN006011400,"CHANDIGARH IAFB, IN",0.8,23.9,33.4,13.8,1
2021-04-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.6,36.4,16.0,0
2021-04-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.6,38.5,17.4,0
2021-04-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,40.0,19.6,0
2021-04-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.3,41.0,21.5,0
2021-04-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.2,41.4,23.6,0
2021-04-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.3,41.4,22.2,0
2021-05-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.3,39.8,25.3,0
2021-05-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.1,37.7,23.5,0
2021-05-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.3,37.7,24.8,0
2021-05-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,37.1,24.8,0
2021-05-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.8,37.0,23.8,0
2021-05-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.7,36.4,23.8,0
2021-05-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.2,36.1,21.0,0
2021-05-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.1,36.2,23.2,0
2021-05-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.2,37.4,23.6,0
2021-05-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.1,37.4,23.6,0
2021-05-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.6,34.3,23.6,0
2021-05-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.8,33.8,22.6,0
2021-05-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.3,31.0,22.6,0
2021-05-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.4,35.7,18.2,0
2021-05-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.9,36.6,21.5,0
2021-05-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,39.0,21.6,0
2021-05-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.3,40.7,22.6,0
2021-05-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.4,40.7,22.6,0
2021-05-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.2,32.2,22.6,0
2021-05-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.5,34.0,22.0,0
2021-05-21,IN006011400,"CHANDIGARH IAFB, IN",3.0,26.8,34.0,20.3,1
2021-05-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.6,38.0,24.3,0
2021-05-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.3,38.0,24.3,0
2021-05-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.9,37.4,20.5,0
2021-05-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.2,40.0,22.6,0
2021-05-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.4,40.2,21.6,0
2021-05-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.7,42.1,22.4,0
2021-05-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.8,42.1,28.0,0
2021-05-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.4,38.6,28.0,0
2021-05-30,IN006011400,"CHANDIGARH IAFB, IN",32.0,30.3,36.5,18.5,1
2021-05-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.4,38.0,18.5,0
2021-06-01,IN006011400,"CHANDIGARH IAFB, IN",18.0,26.9,38.0,20.6,1
2021-06-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.1,34.8,20.6,0
2021-06-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.1,34.8,20.6,0
2021-06-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.3,35.0,23.4,0
2021-06-05,IN006011400,"CHANDIGARH IAFB, IN",10.9,28.9,35.0,22.0,1
2021-06-06,IN006011400,"CHANDIGARH IAFB, IN",3.0,31.7,37.3,24.4,1
2021-06-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.8,38.0,26.2,0
2021-06-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.9,40.8,28.5,0
2021-06-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.5,41.9,28.5,0
2021-06-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.3,41.9,28.5,0
2021-06-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.1,36.0,22.2,0
2021-06-12,IN006011400,"CHANDIGARH IAFB, IN",47.0,29.7,36.0,21.2,1
2021-06-13,IN006011400,"CHANDIGARH IAFB, IN",21.1,27.9,34.3,21.7,1
2021-06-14,IN006011400,"CHANDIGARH IAFB, IN",2.0,30.5,35.4,25.8,1
2021-06-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.8,37.2,26.0,0
2021-06-16,IN006011400,"CHANDIGARH IAFB, IN",2.0,26.2,37.2,23.4,1
2021-06-17,IN006011400,"CHANDIGARH IAFB, IN",16.0,30.2,37.2,24.2,1
2021-06-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.1,34.8,27.4,0
2021-06-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.8,35.6,25.8,0
2021-06-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.4,35.6,25.6,0
2021-06-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.3,36.0,26.4,0
2021-06-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.7,38.0,26.2,0
2021-06-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.8,39.8,27.2,0
2021-06-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.0,39.8,27.2,0
2021-06-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.1,38.5,27.9,0
2021-06-26,IN006011400,"CHANDIGARH IAFB, IN",4.1,29.3,38.5,22.1,1
2021-06-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.6,37.0,25.0,0
2021-06-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.2,38.6,27.2,0
2021-06-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.3,39.8,27.8,0
2021-06-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.1,40.6,28.8,0
2021-07-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.6,40.8,28.4,0
2021-07-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.8,40.8,28.4,0
2021-07-03,IN006011400,"CHANDIGARH IAFB, IN",11.9,31.6,39.9,22.4,1
2021-07-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.7,37.5,27.6,0
2021-07-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.5,38.2,29.4,0
2021-07-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.3,39.0,29.0,0
2021-07-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.1,40.2,29.5,0
2021-07-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.5,40.5,29.5,0
2021-07-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.9,40.5,28.6,0
2021-07-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.3,37.5,30.3,0
2021-07-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.0,37.5,26.7,0
2021-07-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.7,37.5,26.7,0
2021-07-13,IN006011400,"CHANDIGARH IAFB, IN",21.1,29.0,34.1,24.8,1
2021-07-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.4,33.0,24.8,0
2021-07-15,IN006011400,"CHANDIGARH IAFB, IN",0.3,29.8,33.2,25.8,1
2021-07-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.2,36.8,27.6,0
2021-07-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.1,37.5,28.7,0
2021-07-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.1,37.5,28.7,0
2021-07-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.7,32.5,28.7,0
2021-07-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.6,30.2,28.7,0
2021-07-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.9,35.1,25.0,0
2021-07-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,35.1,26.2,0
2021-07-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.9,35.1,27.7,0
2021-07-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.9,36.2,27.7,0
2021-07-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.8,36.6,27.7,0
2021-07-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.3,36.6,28.2,0
2021-07-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.0,31.5,28.2,0
2021-07-28,IN006011400,"CHANDIGARH IAFB, IN",17.0,26.1,31.2,28.2,1
2021-07-29,IN006011400,"CHANDIGARH IAFB, IN",14.0,28.5,32.1,25.8,1
2021-07-30,IN006011400,"CHANDIGARH IAFB, IN",8.9,28.9,34.1,25.6,1
2021-07-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.7,35.0,26.2,0
2021-08-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.2,35.0,27.7,0
2021-08-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.2,34.9,27.6,0
2021-08-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.1,32.2,26.9,0
2021-08-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.9,34.5,26.9,0
2021-08-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.3,34.5,25.4,0
2021-08-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.2,35.3,26.4,0
2021-08-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.7,35.3,26.6,0
2021-08-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.1,34.7,27.4,0
2021-08-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,34.7,26.4,0
2021-08-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.2,35.2,26.9,0
2021-08-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.8,36.0,26.6,0
2021-08-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.2,36.0,26.8,0
2021-08-13,IN006011400,"CHANDIGARH IAFB, IN",3.0,29.9,35.4,25.2,1
2021-08-14,IN006011400,"CHANDIGARH IAFB, IN",24.9,29.1,35.4,25.2,1
2021-08-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.1,35.6,25.2,0
2021-08-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.7,35.6,24.0,0
2021-08-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.6,35.7,25.0,0
2021-08-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.6,36.2,26.0,0
2021-08-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.8,36.2,28.3,0
2021-08-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.0,35.8,26.2,0
2021-08-21,IN006011400,"CHANDIGARH IAFB, IN",1.0,26.2,30.6,25.2,1
2021-08-22,IN006011400,"CHANDIGARH IAFB, IN",21.1,27.7,31.7,25.2,1
2021-08-23,IN006011400,"CHANDIGARH IAFB, IN",0.5,29.2,33.0,25.0,1
2021-08-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.6,34.9,26.8,0
2021-08-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.1,35.4,27.8,0
2021-08-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.9,35.4,28.0,0
2021-08-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.2,35.8,27.8,0
2021-08-28,IN006011400,"CHANDIGARH IAFB, IN",15.0,28.9,35.8,23.7,1
2021-08-29,IN006011400,"CHANDIGARH IAFB, IN",5.1,28.8,34.4,24.5,1
2021-08-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,34.8,24.8,0
2021-08-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.7,34.0,25.1,0
2021-09-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.7,34.0,25.0,0
2021-09-02,IN006011400,"CHANDIGARH IAFB, IN",0.5,29.1,32.9,26.3,1
2021-09-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.9,32.9,26.3,0
2021-09-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.5,33.1,25.9,0
2021-09-05,IN006011400,"CHANDIGARH IAFB, IN",1.0,30.5,35.2,26.5,1
2021-09-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.2,35.8,28.0,0
2021-09-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.1,35.8,27.6,0
2021-09-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.7,34.4,28.1,0
2021-09-09,IN006011400,"CHANDIGARH IAFB, IN",25.9,29.4,34.4,24.5,1
