DATE,STATION,NAME,PRCP,TAVG,TMAX,TMIN,target
2023-12-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.2,23.1,6.3,0
2023-12-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.2,24.2,6.3,0
2023-12-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.6,24.8,8.1,0
2023-12-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.6,23.4,8.2,0
2023-12-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.6,23.4,8.8,0
2023-12-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.1,21.2,8.0,0
2023-12-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.4,21.2,8.9,0
2023-12-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.2,15.1,9.7,0
2024-01-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.3,12.4,9.2,0
2024-01-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.9,14.8,9.0,0
2024-01-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.2,17.1,9.0,0
2024-01-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,9.3,17.1,5.7,0
2024-01-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,9.3,16.4,6.7,0
2024-01-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,9.9,16.2,6.5,0
2024-01-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.8,16.2,7.6,0
2024-01-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.0,13.8,7.4,0
2024-01-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,9.2,13.8,8.2,0
2024-01-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.6,10.8,7.2,0
2024-01-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.1,12.0,7.2,0
2024-01-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.2,12.4,5.3,0
2024-01-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.7,15.6,5.3,0
2024-01-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,7.2,15.6,3.2,0
2024-01-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,7.4,15.3,3.6,0
2024-01-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,9.3,18.1,2.7,0
2024-01-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.3,19.3,4.9,0
2024-01-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,11.5,19.5,5.8,0
2024-01-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.6,19.5,8.5,0
2024-01-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,10.4,14.1,8.5,0
2024-01-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,7.4,14.1,5.2,0
2024-01-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,8.9,11.2,6.5,0
2024-01-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,7.8,13.0,6.5,0
2024-01-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,6.2,13.0,3.6,0
2024-01-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,9.6,16.5,4.6,0
2024-01-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.8,20.4,7.1,0
2024-01-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.7,21.4,7.7,0
2024-01-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.7,21.4,7.0,0
2024-01-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.7,22.4,7.4,0
2024-01-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.4,22.4,7.2,0
2024-01-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.8,20.2,10.6,0
2024-02-01,IN006011400,"CHANDIGARH IAFB, IN",1.0,12.9,20.2,10.6,1
2024-02-02,IN006011400,"CHANDIGARH IAFB, IN",26.9,12.6,19.0,6.9,1
2024-02-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.0,19.2,9.0,0
2024-02-04,IN006011400,"CHANDIGARH IAFB, IN",3.0,14.0,19.2,11.9,1
2024-02-05,IN006011400,"CHANDIGARH IAFB, IN",8.9,12.8,16.4,11.9,1
2024-02-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.2,18.7,7.5,0
2024-02-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.2,18.7,6.6,0
2024-02-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,12.3,19.7,7.0,0
2024-02-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.6,22.5,5.8,0
2024-02-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.6,22.5,8.0,0
2024-02-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.4,24.0,7.8,0
2024-02-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.7,24.0,8.4,0
2024-02-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.3,24.2,10.8,0
2024-02-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.1,24.2,9.4,0
2024-02-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.3,24.4,8.5,0
2024-02-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.6,24.4,8.4,0
2024-02-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.7,24.2,10.6,0
2024-02-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.0,24.2,10.5,0
2024-02-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.1,24.9,16.2,0
2024-02-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,19.8,24.9,16.2,0
2024-02-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.3,24.6,16.2,0
2024-02-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.9,23.6,8.0,0
2024-02-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.1,23.6,8.0,0
2024-02-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,14.9,23.3,8.4,0
2024-02-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.7,23.3,7.5,0
2024-02-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.6,25.0,9.3,0
2024-02-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.2,25.0,9.3,0
2024-02-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,16.9,23.0,10.0,0
2024-02-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.9,25.5,10.8,0
2024-03-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,19.7,26.3,13.1,0
2024-03-02,IN006011400,"CHANDIGARH IAFB, IN",6.1,19.0,26.3,16.5,1
2024-03-03,IN006011400,"CHANDIGARH IAFB, IN",6.1,15.8,23.7,16.5,1
2024-03-04,IN006011400,"CHANDIGARH IAFB, IN",8.9,14.3,21.8,7.2,1
2024-03-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,13.5,21.8,7.6,0
2024-03-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,15.0,22.7,7.5,0
2024-03-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.6,24.6,9.9,0
2024-03-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,17.6,24.6,10.1,0
2024-03-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.4,25.4,11.2,0
2024-03-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,18.5,25.4,11.5,0
2024-03-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,20.1,28.0,13.9,0
2024-03-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.1,28.0,13.5,0
2024-03-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,19.2,27.7,14.2,0
2024-03-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.2,28.2,13.0,0
2024-03-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,19.8,28.2,11.4,0
2024-03-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,20.8,29.7,12.5,0
2024-03-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,20.7,29.7,12.6,0
2024-03-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,21.1,29.4,13.5,0
2024-03-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,22.0,30.0,12.5,0
2024-03-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.2,31.0,13.3,0
2024-03-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,22.8,31.0,17.7,0
2024-03-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,24.0,29.9,19.4,0
2024-03-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.6,31.2,17.2,0
2024-03-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,22.1,31.2,16.0,0
2024-03-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,23.8,31.0,15.1,0
2024-03-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.6,31.0,17.1,0
2024-03-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.1,32.8,20.9,0
2024-04-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.1,34.6,15.5,0
2024-04-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.6,34.7,18.1,0
2024-04-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.3,34.7,18.5,0
2024-04-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.4,34.3,16.7,0
2024-04-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.8,33.8,16.7,0
2024-04-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.2,34.9,16.7,0
2024-04-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.2,36.3,16.9,0
2024-04-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.1,36.7,19.2,0
2024-04-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.4,36.7,20.3,0
2024-04-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.5,37.0,17.3,0
2024-04-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.9,37.0,22.3,0
2024-04-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.7,31.8,22.3,0
2024-04-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.8,33.3,21.2,0
2024-04-19,IN006011400,"CHANDIGARH IAFB, IN",1.0,27.4,36.7,21.2,1
2024-04-20,IN006011400,"CHANDIGARH IAFB, IN",13.0,28.3,37.2,21.0,1
2024-04-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.7,35.7,19.9,0
2024-04-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.7,35.8,19.7,0
2024-04-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.1,35.8,19.7,0
2024-04-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.9,35.5,18.0,0
2024-04-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.0,37.4,19.6,0
2024-04-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.6,40.2,20.6,0
2024-04-27,IN006011400,"CHANDIGARH IAFB, IN",0.5,26.6,40.2,20.6,1
2024-04-28,IN006011400,"CHANDIGARH IAFB, IN",8.9,28.0,36.7,20.8,1
2024-04-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.0,35.9,20.8,0
2024-04-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.6,35.0,18.2,0
2024-05-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.6,35.0,17.4,0
2024-05-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.9,36.0,18.2,0
2024-05-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.4,40.6,23.0,0
2024-05-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.6,40.6,22.2,0
2024-05-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.6,40.2,23.5,0
2024-05-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.6,40.2,23.6,0
2024-05-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.6,39.9,25.7,0
2024-05-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.6,37.2,27.7,0
2024-05-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.3,37.0,27.7,0
2024-05-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.8,38.2,27.7,0
2024-05-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.0,38.2,24.7,0
2024-05-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.9,39.4,21.5,0
2024-05-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.8,39.7,20.9,0
2024-05-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.1,41.0,22.4,0
2024-05-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.0,41.9,25.0,0
2024-05-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.3,44.5,26.7,0
2024-05-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.3,44.5,26.0,0
2024-05-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.2,44.2,26.6,0
2024-05-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.1,44.2,28.5,0
2024-05-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.7,42.7,28.5,0
2024-05-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.4,41.1,31.0,0
2024-05-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.6,40.1,31.2,0
2024-05-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.1,40.2,31.1,0
2024-05-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.1,42.4,28.2,0
2024-05-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,36.7,44.5,25.9,0
2024-05-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.9,44.5,27.6,0
2024-05-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.2,45.0,25.6,0
2024-05-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,37.2,46.0,26.5,0
2024-05-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,36.7,46.0,30.1,0
2024-05-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,36.6,45.8,27.5,0
2024-06-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.7,45.8,27.2,0
2024-06-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.3,44.5,27.7,0
2024-06-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,36.6,43.0,29.3,0
2024-06-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.8,43.0,28.3,0
2024-06-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.0,42.9,28.3,0
2024-06-06,IN006011400,"CHANDIGARH IAFB, IN",3.0,32.7,42.9,22.2,1
2024-06-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.6,40.2,26.9,0
2024-06-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.1,40.2,27.3,0
2024-06-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.1,42.1,26.1,0
2024-06-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.4,42.9,25.7,0
2024-06-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.4,43.9,25.4,0
2024-06-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,36.5,44.4,26.6,0
2024-06-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,36.9,44.6,28.0,0
2024-06-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,37.2,44.6,28.5,0
2024-06-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,37.1,44.0,28.4,0
2024-06-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,38.1,44.4,31.3,0
2024-06-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,37.6,44.5,31.5,0
2024-06-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,37.1,44.5,30.6,0
2024-06-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.4,43.1,30.6,0
2024-06-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.8,43.1,24.5,0
2024-06-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.7,36.8,26.6,0
2024-06-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,34.1,39.4,26.7,0
2024-06-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.1,40.4,30.3,0
2024-06-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.8,40.4,30.3,0
2024-06-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,35.3,39.9,29.4,0
2024-06-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.2,39.9,29.4,0
2024-06-27,IN006011400,"CHANDIGARH IAFB, IN",5.1,31.4,36.9,28.7,1
2024-06-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.9,37.3,28.2,0
2024-06-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.4,37.3,29.7,0
2024-06-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.1,39.2,28.7,0
2024-07-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.1,37.7,28.2,0
2024-07-02,IN006011400,"CHANDIGARH IAFB, IN",4.1,30.4,36.0,28.2,1
2024-07-03,IN006011400,"CHANDIGARH IAFB, IN",65.0,28.4,36.0,25.6,1
2024-07-04,IN006011400,"CHANDIGARH IAFB, IN",8.9,30.2,34.0,25.6,1
2024-07-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.7,34.8,25.6,0
2024-07-06,IN006011400,"CHANDIGARH IAFB, IN",3.0,28.4,34.8,25.6,1
2024-07-07,IN006011400,"CHANDIGARH IAFB, IN",16.0,30.6,36.0,26.2,1
2024-07-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.9,36.0,28.0,0
2024-07-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.8,37.1,27.4,0
2024-07-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.3,37.1,29.1,0
2024-07-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.2,38.1,29.8,0
2024-07-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.0,38.1,29.8,0
2024-07-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.8,36.6,27.0,0
2024-07-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.8,36.6,27.0,0
2024-07-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.7,37.4,29.8,0
2024-07-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.7,37.4,29.8,0
2024-07-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.7,37.0,29.8,0
2024-07-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.2,37.3,27.6,0
2024-07-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.7,37.3,27.8,0
2024-07-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.4,37.0,27.0,0
2024-07-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,32.6,37.0,29.5,0
2024-07-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.7,37.0,29.5,0
2024-07-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.4,35.0,28.3,0
2024-07-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.8,35.0,29.0,0
2024-07-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.8,36.4,29.0,0
2024-07-26,IN006011400,"CHANDIGARH IAFB, IN",10.9,31.4,36.4,26.4,1
2024-07-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.9,36.2,28.8,0
2024-07-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,33.6,39.0,28.8,0
2024-07-29,IN006011400,"CHANDIGARH IAFB, IN",7.9,32.3,39.0,26.7,1
2024-07-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.7,36.9,26.7,0
2024-07-31,IN006011400,"CHANDIGARH IAFB, IN",30.0,31.4,37.4,28.6,1
2024-08-01,IN006011400,"CHANDIGARH IAFB, IN",23.9,29.2,37.4,25.6,1
2024-08-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.6,35.4,27.2,0
2024-08-03,IN006011400,"CHANDIGARH IAFB, IN",7.9,31.4,35.4,26.9,1
2024-08-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.3,36.0,28.9,0
2024-08-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.7,36.0,28.6,0
2024-08-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.6,35.6,28.6,0
2024-08-07,IN006011400,"CHANDIGARH IAFB, IN",17.0,28.9,34.9,26.1,1
2024-08-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.6,34.6,27.0,0
2024-08-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.2,35.4,27.0,0
2024-08-10,IN006011400,"CHANDIGARH IAFB, IN",14.0,30.2,35.4,26.4,1
2024-08-11,IN006011400,"CHANDIGARH IAFB, IN",29.0,25.2,34.0,26.4,1
2024-08-13,IN006011400,"CHANDIGARH IAFB, IN",1.0,30.1,35.2,27.3,1
2024-08-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.3,31.5,27.3,0
2024-08-15,IN006011400,"CHANDIGARH IAFB, IN",7.1,28.5,31.8,25.5,1
2024-08-16,IN006011400,"CHANDIGARH IAFB, IN",2.0,29.8,36.2,26.4,1
2024-08-17,IN006011400,"CHANDIGARH IAFB, IN",22.1,29.2,36.2,26.0,1
2024-08-18,IN006011400,"CHANDIGARH IAFB, IN",15.0,29.7,34.9,26.3,1
2024-08-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.7,34.9,26.3,0
2024-08-20,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.2,34.8,26.3,0
2024-08-21,IN006011400,"CHANDIGARH IAFB, IN",1.0,30.6,35.5,26.2,1
2024-08-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.8,35.5,26.9,0
2024-08-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,35.5,26.9,0
2024-08-24,IN006011400,"CHANDIGARH IAFB, IN",4.1,28.3,35.1,25.3,1
2024-08-25,IN006011400,"CHANDIGARH IAFB, IN",7.9,30.7,35.6,26.4,1
2024-08-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.3,36.2,26.4,0
2024-08-27,IN006011400,"CHANDIGARH IAFB, IN",49.0,28.2,36.2,23.6,1
2024-08-28,IN006011400,"CHANDIGARH IAFB, IN",7.9,29.5,35.3,24.7,1
2024-08-29,IN006011400,"CHANDIGARH IAFB, IN",25.9,27.0,34.7,24.1,1
2024-08-30,IN006011400,"CHANDIGARH IAFB, IN",5.1,30.1,34.8,25.5,1
2024-08-31,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.4,35.1,25.9,0
2024-09-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.9,35.5,26.3,0
2024-09-02,IN006011400,"CHANDIGARH IAFB, IN",4.1,29.2,35.5,24.6,1
2024-09-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.8,35.7,24.6,0
2024-09-04,IN006011400,"CHANDIGARH IAFB, IN",36.1,27.6,35.7,24.2,1
2024-09-05,IN006011400,"CHANDIGARH IAFB, IN",8.9,29.6,33.9,26.0,1
2024-09-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.9,33.9,26.0,0
2024-09-07,IN006011400,"CHANDIGARH IAFB, IN",9.9,28.1,31.9,24.6,1
2024-09-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.5,33.4,25.4,0
2024-09-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.8,35.5,26.2,0
2024-09-10,IN006011400,"CHANDIGARH IAFB, IN",14.0,28.1,35.5,23.5,1
2024-09-11,IN006011400,"CHANDIGARH IAFB, IN",1.0,30.1,36.4,25.5,1
2024-09-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.4,36.4,26.4,0
2024-09-13,IN006011400,"CHANDIGARH IAFB, IN",5.1,26.1,31.6,23.3,1
2024-09-14,IN006011400,"CHANDIGARH IAFB, IN",0.5,27.5,32.6,23.3,1
2024-09-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.3,33.5,23.3,0
2024-09-16,IN006011400,"CHANDIGARH IAFB, IN",7.9,28.4,33.9,22.1,1
2024-09-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.6,35.4,24.5,0
2024-09-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.2,35.4,24.8,0
2024-09-19,IN006011400,"CHANDIGARH IAFB, IN",0.3,28.4,33.8,24.8,1
2024-09-20,IN006011400,"CHANDIGARH IAFB, IN",0.3,29.7,35.4,23.0,1
2024-09-21,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.6,35.4,25.3,0
2024-09-22,IN006011400,"CHANDIGARH IAFB, IN",0.0,30.5,36.1,25.4,0
2024-09-23,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.4,37.6,26.1,0
2024-09-24,IN006011400,"CHANDIGARH IAFB, IN",0.0,31.9,37.6,27.0,0
2024-09-25,IN006011400,"CHANDIGARH IAFB, IN",0.0,29.9,37.3,27.0,0
2024-09-26,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.7,36.2,24.8,0
2024-09-27,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.2,30.1,24.8,0
2024-09-28,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.4,32.1,23.1,0
2024-09-29,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.9,33.2,24.2,0
2024-09-30,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.3,33.3,23.2,0
2024-10-01,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.6,33.8,23.6,0
2024-10-02,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.6,35.3,22.4,0
2024-10-03,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.2,35.7,20.5,0
2024-10-04,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.3,35.7,22.4,0
2024-10-05,IN006011400,"CHANDIGARH IAFB, IN",0.0,28.4,35.7,22.0,0
2024-10-06,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.7,35.7,22.0,0
2024-10-07,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.2,35.0,22.0,0
2024-10-08,IN006011400,"CHANDIGARH IAFB, IN",0.0,27.1,34.1,22.3,0
2024-10-09,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.7,34.1,20.5,0
2024-10-10,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.1,33.9,19.8,0
2024-10-11,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.4,33.8,19.5,0
2024-10-12,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.7,33.7,18.3,0
2024-10-13,IN006011400,"CHANDIGARH IAFB, IN",0.0,26.0,33.8,19.5,0
2024-10-14,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.4,33.8,20.1,0
2024-10-15,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.3,33.3,19.5,0
2024-10-16,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.3,33.3,18.4,0
2024-10-17,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.7,34.5,19.7,0
2024-10-18,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.2,34.5,19.8,0
2024-10-19,IN006011400,"CHANDIGARH IAFB, IN",0.0,25.0,33.2,19.5,0
