time,temp_mean,temp_max,temp_min,wind_dir,humidity,pressure,wind_gusts,precip_sum,rain_sum,target
1940-01-01,13.7,23.7,5.8,323.0,24.0,988.8,15.1,0.0,0.0,0
1940-01-02,13.7,23.7,5.8,323.0,24.0,988.8,15.1,0.0,0.0,0
1940-01-03,13.8,23.9,5.5,316.0,24.0,989.3,15.6,0.0,0.0,0
1940-01-04,14.1,24.2,8.0,312.0,17.0,987.0,19.2,0.0,0.0,0
1940-01-05,13.6,23.8,7.6,329.0,20.0,986.6,12.1,0.0,0.0,0
1940-01-06,13.3,23.9,6.4,321.0,20.0,985.5,13.1,0.0,0.0,0
1940-01-07,13.3,24.2,5.2,333.0,22.0,985.9,14.0,0.0,0.0,0
1940-01-08,15.1,24.7,8.2,311.0,20.0,983.4,21.4,0.0,0.0,0
1940-01-09,14.5,24.6,6.8,304.0,21.0,981.4,16.7,0.0,0.0,0
1940-01-10,14.5,24.0,5.7,99.0,27.0,982.6,13.1,0.0,0.0,0
1940-01-11,15.5,22.2,10.6,113.0,30.0,984.4,20.9,0.0,0.0,0
1940-01-12,17.0,24.6,10.0,116.0,28.0,985.0,13.9,0.0,0.0,0
1940-01-13,16.4,26.2,10.2,18.0,33.0,984.8,14.6,0.0,0.0,0
1940-01-14,15.4,24.7,7.3,312.0,31.0,983.3,15.1,0.0,0.0,0
1940-01-15,16.7,24.8,9.2,324.0,30.0,983.4,20.7,0.0,0.0,0
1940-01-16,17.2,25.0,10.8,308.0,37.0,980.6,20.9,0.0,0.0,0
1940-01-17,16.2,22.8,12.2,291.0,50.0,979.2,14.7,4.1,4.1,1
1940-01-18,12.6,14.1,11.9,109.0,87.0,979.5,40.8,35.2,35.2,1
1940-01-19,12.7,15.5,11.4,123.0,90.0,983.4,24.2,13.5,13.5,1
1940-01-20,12.7,18.2,8.9,97.0,87.0,986.9,12.0,0.9,0.9,1
1940-01-21,12.4,18.2,8.0,313.0,80.0,986.7,18.6,0.0,0.0,0
1940-01-22,11.8,18.3,7.3,308.0,71.0,986.0,21.7,0.0,0.0,0
1940-01-23,11.3,18.9,5.8,309.0,71.0,985.6,15.8,0.0,0.0,0
1940-01-24,11.0,19.2,4.9,318.0,68.0,985.8,13.6,0.0,0.0,0
1940-01-25,11.5,19.6,4.6,325.0,62.0,986.8,14.6,0.0,0.0,0
1940-01-26,11.7,19.7,4.9,282.0,68.0,984.0,12.8,0.5,0.5,1
1940-01-27,11.7,15.6,9.1,114.0,82.0,986.2,15.4,2.3,2.3,1
1940-01-28,12.2,18.5,8.1,330.0,77.0,985.3,12.6,0.2,0.2,1
1940-01-29,11.5,18.3,6.1,317.0,74.0,985.3,13.3,0.0,0.0,0
1940-01-30,11.9,16.9,7.1,116.0,77.0,984.3,19.1,7.4,7.4,1
1940-01-31,13.5,19.3,9.7,113.0,84.0,984.9,17.8,4.7,4.7,1
1940-02-01,13.7,19.4,9.7,311.0,82.0,984.3,19.1,0.0,0.0,0
1940-02-02,13.1,19.6,8.1,112.0,82.0,982.1,16.9,3.8,3.8,1
1940-02-03,13.2,16.8,11.5,129.0,84.0,981.6,24.3,21.5,21.5,1
1940-02-04,12.7,16.5,9.0,327.0,87.0,983.9,15.0,1.8,1.8,1
1940-02-05,11.9,18.3,5.9,318.0,77.0,983.6,13.7,1.6,1.6,1
1940-02-06,10.6,13.7,8.0,110.0,88.0,984.0,16.8,17.7,17.7,1
1940-02-07,10.2,16.9,5.7,344.0,85.0,986.7,10.9,0.0,0.0,0
1940-02-08,10.6,16.0,7.6,145.0,84.0,984.2,10.3,0.1,0.1,1
1940-02-09,11.2,17.9,6.0,103.0,85.0,984.0,15.5,4.5,4.5,1
1940-02-10,10.3,16.0,6.4,56.0,86.0,981.4,15.4,5.4,5.4,1
1940-02-11,9.0,15.7,3.7,347.0,85.0,986.2,11.5,0.0,0.0,0
1940-02-12,11.0,17.5,5.4,314.0,72.0,989.7,15.9,0.0,0.0,0
1940-02-13,11.4,18.1,6.2,313.0,61.0,989.4,22.3,0.0,0.0,0
1940-02-14,12.0,19.2,7.3,310.0,60.0,987.4,21.4,0.0,0.0,0
1940-02-15,12.6,20.8,7.1,312.0,67.0,987.3,14.9,0.0,0.0,0
1940-02-16,13.9,22.4,7.0,319.0,70.0,988.0,15.3,0.0,0.0,0
1940-02-17,15.7,23.7,9.0,320.0,62.0,988.0,20.8,0.0,0.0,0
1940-02-18,16.2,23.8,9.7,327.0,56.0,986.1,19.1,0.0,0.0,0
1940-02-19,16.1,23.1,10.1,320.0,53.0,986.0,19.8,0.0,0.0,0
1940-02-20,17.0,24.9,12.2,320.0,55.0,984.5,20.3,0.0,0.0,0
1940-02-21,16.6,25.1,10.1,17.0,66.0,985.4,15.0,0.0,0.0,0
1940-02-22,17.0,25.0,10.0,356.0,65.0,983.5,11.2,0.0,0.0,0
1940-02-23,17.2,26.2,10.4,40.0,64.0,982.8,9.6,0.0,0.0,0
1940-02-24,17.2,26.1,9.7,106.0,65.0,982.7,13.4,0.0,0.0,0
1940-02-25,18.1,26.5,11.2,80.0,64.0,983.1,14.8,0.0,0.0,0
1940-02-26,17.8,27.4,10.1,359.0,63.0,980.7,13.7,0.0,0.0,0
1940-02-27,18.3,28.3,10.8,348.0,55.0,977.8,12.8,0.0,0.0,0
1940-02-28,20.0,29.6,12.6,139.0,49.0,975.3,17.1,0.0,0.0,0
1940-02-29,20.9,29.0,15.8,127.0,49.0,975.2,28.4,0.0,0.0,0
1940-03-01,19.4,27.3,13.3,133.0,55.0,980.1,18.8,0.0,0.0,0
1940-03-02,18.9,27.1,12.9,92.0,50.0,979.6,14.6,0.0,0.0,0
1940-03-03,18.1,27.3,9.6,320.0,37.0,978.0,18.6,0.0,0.0,0
1940-03-04,18.5,27.1,11.7,335.0,33.0,977.3,21.2,0.0,0.0,0
1940-03-05,18.0,26.7,10.2,336.0,34.0,976.5,14.9,0.0,0.0,0
1940-03-06,17.7,26.9,8.6,33.0,39.0,976.5,13.9,0.0,0.0,0
1940-03-07,18.8,27.7,11.5,67.0,38.0,977.5,15.2,0.0,0.0,0
1940-03-08,19.4,27.1,10.5,345.0,35.0,980.0,21.7,0.0,0.0,0
1940-03-09,20.3,27.5,15.7,86.0,33.0,981.1,20.7,0.0,0.0,0
1940-03-10,17.2,21.6,14.9,80.0,58.0,981.4,21.7,3.4,3.4,1
1940-03-11,16.8,22.3,13.7,110.0,80.0,981.1,21.8,5.9,5.9,1
1940-03-12,17.2,22.7,14.0,107.0,81.0,980.7,14.8,13.0,13.0,1
1940-03-13,18.8,25.5,11.2,281.0,70.0,980.6,11.2,0.0,0.0,0
1940-03-14,20.3,28.4,12.6,280.0,56.0,980.8,16.8,0.1,0.1,1
1940-03-15,20.8,29.7,14.0,97.0,52.0,978.8,14.5,1.5,1.5,1
1940-03-16,20.1,28.6,12.5,199.0,41.0,976.9,19.4,0.0,0.0,0
1940-03-17,16.7,25.0,8.6,304.0,27.0,977.6,16.1,0.0,0.0,0
1940-03-18,17.0,26.4,7.1,99.0,31.0,977.4,12.3,0.0,0.0,0
1940-03-19,18.6,26.3,11.9,110.0,31.0,977.2,17.6,0.4,0.4,1
1940-03-20,18.0,26.0,12.8,311.0,37.0,978.1,22.4,0.0,0.0,0
1940-03-21,18.1,27.8,8.9,343.0,36.0,978.4,20.3,0.0,0.0,0
1940-03-22,20.5,30.3,9.7,322.0,23.0,976.2,16.2,0.0,0.0,0
1940-03-23,23.3,31.0,16.0,108.0,22.0,976.7,27.9,0.0,0.0,0
1940-03-24,22.5,29.8,17.2,113.0,39.0,978.7,31.0,1.8,1.8,1
1940-03-25,19.8,24.7,16.1,49.0,56.0,980.1,23.0,3.4,3.4,1
1940-03-26,20.4,29.7,11.1,334.0,47.0,980.0,18.8,0.0,0.0,0
1940-03-27,23.1,31.5,13.2,111.0,28.0,979.2,16.5,0.0,0.0,0
1940-03-28,24.9,32.7,18.9,124.0,32.0,980.5,32.8,0.0,0.0,0
1940-03-29,25.1,32.2,20.1,112.0,39.0,982.1,25.4,0.3,0.3,1
1940-03-30,26.2,33.6,19.4,141.0,35.0,980.6,24.6,0.0,0.0,0
1940-03-31,24.8,30.7,19.9,252.0,27.0,982.4,15.9,0.0,0.0,0
1940-04-01,21.8,30.6,13.3,295.0,10.0,983.0,17.9,0.0,0.0,0
1940-04-02,21.5,31.3,11.9,255.0,10.0,981.3,17.7,0.0,0.0,0
1940-04-03,21.1,30.1,11.2,326.0,13.0,983.4,15.7,0.0,0.0,0
1940-04-04,22.8,31.7,12.4,308.0,20.0,982.6,14.0,0.0,0.0,0
1940-04-05,23.3,33.3,14.1,332.0,20.0,982.4,15.8,0.0,0.0,0
1940-04-06,24.9,34.8,14.0,320.0,19.0,980.9,21.8,0.0,0.0,0
1940-04-07,26.3,36.6,15.2,331.0,17.0,978.7,19.5,0.0,0.0,0
1940-04-08,28.8,37.7,18.0,325.0,15.0,979.1,16.9,0.0,0.0,0
1940-04-09,29.2,38.8,18.5,317.0,16.0,979.2,19.2,0.0,0.0,0
1940-04-10,29.5,38.1,22.1,223.0,16.0,977.3,12.3,0.0,0.0,0
1940-04-11,28.9,35.6,22.6,246.0,18.0,976.8,19.9,0.0,0.0,0
1940-04-12,26.6,34.2,17.7,304.0,8.0,978.2,23.5,0.0,0.0,0
1940-04-13,27.0,35.3,18.4,309.0,14.0,977.5,24.1,0.0,0.0,0
1940-04-14,26.7,36.3,16.7,324.0,12.0,978.9,20.5,0.0,0.0,0
1940-04-15,26.8,36.4,17.7,53.0,11.0,977.7,14.2,0.0,0.0,0
1940-04-16,28.1,38.2,18.4,250.0,10.0,978.0,20.1,0.0,0.0,0
1940-04-17,26.4,34.1,18.9,108.0,17.0,978.7,25.4,0.1,0.1,1
1940-04-18,28.4,36.1,22.4,144.0,19.0,977.6,30.5,0.1,0.1,1
1940-04-19,27.8,35.8,20.3,132.0,21.0,977.9,27.3,0.0,0.0,0
1940-04-20,26.6,33.9,21.2,114.0,27.0,980.2,21.1,0.1,0.1,1
1940-04-21,26.0,34.0,17.0,68.0,28.0,979.4,14.8,0.0,0.0,0
1940-04-22,27.1,34.9,18.0,110.0,26.0,977.8,17.1,0.0,0.0,0
1940-04-23,27.9,36.5,18.7,10.0,28.0,978.4,14.1,0.0,0.0,0
1940-04-24,29.9,38.4,19.9,99.0,20.0,977.0,17.1,0.0,0.0,0
1940-04-25,30.4,39.4,21.9,92.0,18.0,977.0,17.8,0.0,0.0,0
1940-04-26,30.2,39.5,20.5,61.0,20.0,975.6,14.2,0.0,0.0,0
1940-04-27,31.7,40.4,22.5,127.0,17.0,974.8,19.2,0.1,0.1,1
1940-04-28,32.4,41.0,23.3,138.0,17.0,976.5,16.0,0.0,0.0,0
1940-04-29,32.3,40.7,23.9,120.0,20.0,977.2,22.0,0.0,0.0,0
1940-04-30,31.8,40.1,23.1,114.0,22.0,976.4,21.1,0.3,0.3,1
1940-05-01,30.8,39.6,23.2,85.0,30.0,975.7,17.9,2.3,2.3,1
1940-05-02,30.5,37.9,23.2,90.0,32.0,975.3,17.2,1.7,1.7,1
1940-05-03,31.4,39.4,22.1,342.0,28.0,977.1,17.5,0.0,0.0,0
1940-05-04,32.4,41.8,22.4,314.0,19.0,975.8,19.8,0.0,0.0,0
1940-05-05,33.0,43.1,22.9,314.0,16.0,972.7,19.1,0.0,0.0,0
1940-05-06,34.0,43.7,23.2,277.0,14.0,968.6,21.2,0.0,0.0,0
1940-05-07,33.9,43.5,25.3,282.0,11.0,966.6,22.5,0.0,0.0,0
1940-05-08,31.6,41.7,20.9,316.0,6.0,968.9,19.2,0.0,0.0,0
1940-05-09,32.2,42.0,20.9,273.0,7.0,971.7,13.2,0.0,0.0,0
1940-05-10,33.4,43.7,23.6,319.0,6.0,971.6,15.6,0.0,0.0,0
1940-05-11,34.0,44.5,21.8,299.0,7.0,970.7,18.3,0.0,0.0,0
1940-05-12,34.9,45.0,22.8,314.0,10.0,971.4,16.2,0.0,0.0,0
1940-05-13,35.1,45.3,23.9,341.0,11.0,972.7,16.0,0.0,0.0,0
1940-05-14,35.4,44.2,27.8,318.0,14.0,971.8,21.5,0.1,0.1,1
1940-05-15,34.3,44.1,24.8,319.0,13.0,971.5,24.5,0.0,0.0,0
1940-05-16,34.0,42.7,22.9,340.0,7.0,971.0,23.0,0.0,0.0,0
1940-05-17,34.8,42.0,29.2,114.0,8.0,970.3,29.7,0.0,0.0,0
1940-05-18,34.3,42.7,25.8,128.0,13.0,972.3,28.8,0.0,0.0,0
1940-05-19,35.7,42.7,29.2,126.0,15.0,974.8,33.2,0.0,0.0,0
1940-05-20,33.7,41.6,28.4,119.0,28.0,974.2,43.9,2.6,2.6,1
1940-05-21,34.1,41.3,28.4,106.0,30.0,972.5,35.5,0.5,0.5,1
1940-05-22,34.2,42.3,24.5,355.0,20.0,969.3,23.2,0.0,0.0,0
1940-05-23,35.3,43.8,26.0,316.0,13.0,969.2,20.0,0.0,0.0,0
1940-05-24,35.6,45.3,25.3,322.0,11.0,969.3,20.3,0.0,0.0,0
1940-05-25,35.5,45.9,26.5,287.0,13.0,969.8,23.2,0.0,0.0,0
1940-05-26,36.1,44.6,28.3,222.0,19.0,969.9,24.2,0.8,0.8,1
1940-05-27,35.5,43.3,28.6,138.0,26.0,969.2,23.2,0.3,0.3,1
1940-05-28,34.2,41.3,29.4,127.0,37.0,970.6,31.6,2.1,2.1,1
1940-05-29,34.0,39.6,29.1,116.0,39.0,972.0,28.9,0.5,0.5,1
1940-05-30,36.3,44.4,28.9,157.0,31.0,970.4,18.7,0.0,0.0,0
1940-05-31,37.1,45.4,29.7,231.0,28.0,970.0,23.3,0.0,0.0,0
1940-06-01,36.2,43.8,29.5,204.0,30.0,971.4,21.3,2.6,2.6,1
1940-06-02,35.8,41.7,29.9,264.0,31.0,972.2,21.2,0.4,0.4,1
1940-06-03,35.0,41.2,28.9,273.0,34.0,971.6,20.1,0.2,0.2,1
1940-06-04,33.6,39.8,28.6,266.0,38.0,971.9,17.5,0.1,0.1,1
1940-06-05,32.8,38.6,28.5,341.0,33.0,972.8,23.4,0.6,0.6,1
1940-06-06,33.4,40.8,23.9,319.0,25.0,971.5,25.7,0.0,0.0,0
1940-06-07,35.1,42.5,25.5,314.0,18.0,970.6,24.1,0.0,0.0,0
1940-06-08,36.1,44.4,25.8,300.0,14.0,970.3,25.2,0.0,0.0,0
1940-06-09,36.8,45.2,29.0,297.0,13.0,970.5,27.0,0.0,0.0,0
1940-06-10,37.0,45.6,28.5,298.0,13.0,969.8,23.9,0.0,0.0,0
1940-06-11,37.4,46.1,28.4,270.0,12.0,968.1,20.9,0.0,0.0,0
1940-06-12,38.2,45.6,30.4,275.0,16.0,967.7,29.9,0.2,0.2,1
1940-06-13,37.4,44.9,29.5,266.0,20.0,967.7,28.9,0.8,0.8,1
1940-06-14,36.3,43.2,30.0,278.0,26.0,968.8,23.8,2.7,2.7,1
1940-06-15,35.1,43.0,29.0,298.0,32.0,970.7,16.4,2.9,2.9,1
1940-06-16,35.9,43.1,29.0,124.0,30.0,971.5,18.7,0.7,0.7,1
1940-06-17,36.7,44.4,28.2,239.0,29.0,969.4,17.5,0.2,0.2,1
1940-06-18,36.4,43.5,30.2,283.0,31.0,968.1,21.4,4.0,4.0,1
1940-06-19,35.9,42.9,28.7,251.0,35.0,968.6,20.6,1.2,1.2,1
1940-06-20,35.5,42.0,29.1,304.0,34.0,968.6,18.3,0.7,0.7,1
1940-06-21,35.7,42.9,29.0,132.0,32.0,969.3,15.9,0.0,0.0,0
1940-06-22,35.5,41.9,30.3,118.0,31.0,968.0,21.3,0.0,0.0,0
1940-06-23,36.1,41.4,31.0,130.0,33.0,967.5,26.6,0.0,0.0,0
1940-06-24,36.7,41.9,31.4,128.0,36.0,967.7,24.5,0.1,0.1,1
1940-06-25,35.8,39.8,32.1,122.0,42.0,966.3,35.9,0.3,0.3,1
1940-06-26,35.6,41.0,30.5,128.0,46.0,967.4,32.5,0.0,0.0,0
1940-06-27,34.7,39.0,30.0,108.0,46.0,966.2,27.8,0.0,0.0,0
1940-06-28,34.0,38.5,30.3,110.0,50.0,965.8,32.5,0.9,0.9,1
1940-06-29,29.3,33.8,25.5,110.0,71.0,966.6,28.3,19.6,19.6,1
1940-06-30,28.4,33.8,25.1,119.0,78.0,965.9,24.0,14.0,14.0,1
1940-07-01,29.5,34.5,24.3,127.0,74.0,965.8,19.6,21.1,21.1,1
1940-07-02,31.6,35.8,27.2,116.0,68.0,965.8,17.4,0.8,0.8,1
1940-07-03,32.5,37.2,28.1,118.0,64.0,964.8,22.2,0.0,0.0,0
1940-07-04,30.7,34.1,26.7,108.0,71.0,966.4,23.3,6.0,6.0,1
1940-07-05,29.5,33.6,25.3,103.0,75.0,966.9,19.5,11.7,11.7,1
1940-07-06,29.8,34.3,24.9,119.0,75.0,966.5,17.7,3.0,3.0,1
1940-07-07,31.7,36.5,27.2,86.0,68.0,965.5,16.4,0.5,0.5,1
1940-07-08,32.9,38.4,27.9,98.0,62.0,965.3,16.2,0.3,0.3,1
1940-07-09,33.2,39.2,27.6,114.0,57.0,965.2,19.7,0.2,0.2,1
1940-07-10,33.1,38.7,28.4,116.0,60.0,966.5,27.0,0.0,0.0,0
1940-07-11,32.4,36.1,28.6,123.0,63.0,969.2,27.7,0.3,0.3,1
1940-07-12,32.2,36.3,28.3,121.0,60.0,970.3,26.6,0.2,0.2,1
1940-07-13,31.5,35.3,27.6,116.0,61.0,968.7,27.4,0.0,0.0,0
1940-07-14,31.6,36.7,27.4,120.0,60.0,968.8,26.8,1.3,1.3,1
1940-07-15,31.5,36.4,26.4,117.0,62.0,971.0,26.9,0.9,0.9,1
1940-07-16,31.8,36.6,27.6,121.0,63.0,972.6,27.1,0.2,0.2,1
1940-07-17,32.0,36.9,27.7,117.0,61.0,972.3,27.3,0.1,0.1,1
1940-07-18,31.6,36.6,28.3,125.0,63.0,974.2,27.8,1.4,1.4,1
1940-07-19,30.1,34.2,27.6,119.0,69.0,974.7,26.7,13.0,13.0,1
1940-07-20,30.9,34.3,27.2,122.0,64.0,973.1,19.1,0.5,0.5,1
1940-07-21,31.1,35.5,26.7,121.0,66.0,969.0,20.4,2.0,2.0,1
1940-07-22,31.9,37.9,26.0,109.0,65.0,966.5,25.5,1.6,1.6,1
1940-07-23,33.8,41.1,27.1,114.0,55.0,965.0,26.8,0.1,0.1,1
1940-07-24,33.6,40.6,28.4,127.0,56.0,966.5,26.8,1.2,1.2,1
1940-07-25,32.3,39.0,27.5,119.0,60.0,968.8,29.3,0.7,0.7,1
1940-07-26,32.9,38.7,27.7,117.0,56.0,970.2,30.8,0.3,0.3,1
1940-07-27,31.9,36.7,27.3,119.0,62.0,971.8,33.6,1.2,1.2,1
1940-07-28,29.9,33.2,27.8,125.0,70.0,972.7,31.8,5.8,5.8,1
1940-07-29,30.5,34.6,27.3,117.0,65.0,972.1,25.3,0.4,0.4,1
1940-07-30,30.2,34.4,27.6,122.0,70.0,970.6,22.0,6.1,6.1,1
1940-07-31,28.1,31.4,25.3,115.0,79.0,971.3,21.0,15.5,15.5,1
1940-08-01,28.1,32.1,24.7,116.0,79.0,971.7,22.4,2.5,2.5,1
1940-08-02,26.4,29.8,25.1,123.0,88.0,971.3,22.2,17.0,17.0,1
1940-08-03,27.1,30.0,24.4,120.0,84.0,971.1,22.3,11.6,11.6,1
1940-08-04,27.2,29.3,24.7,119.0,84.0,972.4,19.8,15.9,15.9,1
1940-08-05,27.6,30.3,25.6,119.0,81.0,972.7,21.0,9.5,9.5,1
1940-08-06,28.6,32.2,25.4,109.0,78.0,972.7,16.2,1.2,1.2,1
1940-08-07,28.8,32.7,25.5,109.0,76.0,972.8,20.1,3.9,3.9,1
1940-08-08,27.6,30.9,25.0,119.0,83.0,973.6,23.5,16.8,16.8,1
1940-08-09,27.1,30.5,24.9,122.0,85.0,973.8,20.8,6.8,6.8,1
1940-08-10,26.9,30.6,23.9,116.0,87.0,973.1,14.1,12.7,12.7,1
1940-08-11,27.5,30.9,24.1,116.0,84.0,972.0,12.8,4.7,4.7,1
1940-08-12,26.5,30.3,24.0,117.0,87.0,974.5,24.1,5.1,5.1,1
1940-08-13,27.2,30.7,24.5,108.0,85.0,975.9,19.6,9.8,9.8,1
1940-08-14,28.3,31.8,25.8,122.0,80.0,975.0,17.6,2.2,2.2,1
1940-08-15,27.6,31.0,24.5,124.0,83.0,974.7,12.6,5.9,5.9,1
1940-08-16,28.0,31.6,25.3,161.0,84.0,973.7,13.4,2.6,2.6,1
1940-08-17,27.6,31.7,24.9,225.0,86.0,972.2,18.0,4.1,4.1,1
1940-08-18,26.4,29.3,24.6,100.0,86.0,972.5,25.0,3.4,3.4,1
1940-08-19,27.1,30.5,24.8,128.0,82.0,972.1,18.3,1.5,1.5,1
1940-08-20,27.0,30.6,23.8,143.0,85.0,971.9,12.0,3.7,3.7,1
1940-08-21,27.9,31.6,24.6,196.0,82.0,971.7,12.3,1.0,1.0,1
1940-08-22,28.1,31.9,24.7,144.0,82.0,972.5,14.3,1.6,1.6,1
1940-08-23,28.1,32.0,24.8,146.0,84.0,971.5,16.7,5.9,5.9,1
1940-08-24,27.9,31.9,24.8,124.0,85.0,971.9,13.0,3.5,3.5,1
1940-08-25,29.2,33.3,25.4,290.0,81.0,971.6,8.7,0.5,0.5,1
1940-08-26,29.6,33.2,26.2,220.0,79.0,971.0,9.8,0.8,0.8,1
1940-08-27,28.5,32.1,25.5,130.0,82.0,970.7,19.2,0.7,0.7,1
1940-08-28,28.6,32.1,25.2,127.0,80.0,972.6,16.6,0.7,0.7,1
1940-08-29,29.0,33.3,25.5,136.0,80.0,972.4,16.4,1.6,1.6,1
1940-08-30,29.7,34.3,25.5,127.0,75.0,971.1,17.3,0.1,0.1,1
1940-08-31,30.3,35.9,26.0,88.0,71.0,969.8,17.6,0.0,0.0,0
1940-09-01,30.1,36.5,25.1,108.0,69.0,969.7,17.9,0.0,0.0,0
1940-09-02,29.7,35.0,25.3,119.0,72.0,972.3,21.1,0.0,0.0,0
1940-09-03,30.0,34.9,25.5,120.0,72.0,972.7,24.2,0.1,0.1,1
1940-09-04,29.5,34.1,25.8,122.0,74.0,973.1,27.3,0.8,0.8,1
1940-09-05,29.4,33.8,25.3,122.0,71.0,973.8,23.4,0.1,0.1,1
1940-09-06,30.2,36.6,25.5,116.0,64.0,973.2,20.6,0.0,0.0,0
1940-09-07,30.6,37.0,24.8,114.0,59.0,972.7,17.4,0.0,0.0,0
1940-09-08,31.1,37.0,25.7,258.0,48.0,972.6,15.7,0.0,0.0,0
1940-09-09,30.8,35.6,25.8,173.0,46.0,973.2,13.3,0.0,0.0,0
1940-09-10,29.8,35.8,25.7,111.0,57.0,975.2,18.8,1.9,1.9,1
1940-09-11,29.7,35.6,24.5,11.0,55.0,976.7,18.2,0.1,0.1,1
1940-09-12,30.2,37.1,24.0,318.0,39.0,976.1,20.7,0.0,0.0,0
1940-09-13,30.5,37.7,23.7,313.0,34.0,975.1,15.0,0.0,0.0,0
1940-09-14,30.2,38.3,23.0,307.0,36.0,974.6,14.1,0.0,0.0,0
1940-09-15,29.8,37.2,22.7,104.0,48.0,976.4,17.5,0.0,0.0,0
1940-09-16,28.8,34.2,24.0,121.0,62.0,979.6,27.4,0.6,0.6,1
1940-09-17,26.9,29.1,24.9,105.0,68.0,980.4,18.6,4.1,4.1,1
1940-09-18,29.2,35.8,22.9,192.0,55.0,977.0,10.8,0.1,0.1,1
1940-09-19,29.9,36.3,24.0,146.0,55.0,974.4,15.1,0.0,0.0,0
1940-09-20,30.0,37.0,24.7,119.0,55.0,972.7,25.4,0.0,0.0,0
1940-09-21,29.4,35.8,24.6,118.0,60.0,973.6,33.3,0.5,0.5,1
1940-09-22,29.5,36.1,24.6,118.0,60.0,975.0,29.6,0.1,0.1,1
1940-09-23,30.0,37.2,24.2,119.0,51.0,975.4,18.1,0.0,0.0,0
1940-09-24,30.0,37.5,22.6,283.0,33.0,976.4,15.1,0.0,0.0,0
1940-09-25,30.5,37.6,25.1,286.0,28.0,976.0,21.2,0.0,0.0,0
1940-09-26,30.2,37.9,23.7,288.0,30.0,976.7,21.6,0.3,0.3,1
1940-09-27,29.8,37.3,23.6,303.0,31.0,978.2,22.9,0.0,0.0,0
1940-09-28,29.2,37.2,22.4,304.0,27.0,978.8,21.6,0.0,0.0,0
1940-09-29,30.1,37.4,24.0,297.0,23.0,978.1,22.3,0.0,0.0,0
1940-09-30,29.3,37.6,20.4,290.0,21.0,977.7,17.8,0.2,0.2,1
1940-10-01,28.4,36.7,21.0,306.0,28.0,979.6,16.0,1.0,1.0,1
1940-10-02,27.5,35.4,20.2,60.0,34.0,982.6,14.0,0.5,0.5,1
1940-10-03,26.5,34.8,19.2,328.0,35.0,983.2,17.0,0.1,0.1,1
1940-10-04,27.0,35.7,18.5,339.0,26.0,981.9,21.1,0.0,0.0,0
1940-10-05,26.9,36.1,19.9,343.0,18.0,981.7,14.2,0.0,0.0,0
1940-10-06,26.5,36.3,17.0,21.0,19.0,980.4,12.1,0.0,0.0,0
1940-10-07,26.2,36.6,17.5,99.0,26.0,979.4,14.8,0.0,0.0,0
1940-10-08,26.9,36.6,18.7,105.0,28.0,980.2,16.9,0.0,0.0,0
1940-10-09,27.5,36.6,19.8,110.0,31.0,980.5,21.1,0.0,0.0,0
1940-10-10,27.9,35.8,21.4,118.0,36.0,982.6,24.2,0.0,0.0,0
1940-10-11,28.0,35.2,21.4,133.0,42.0,984.3,15.2,0.0,0.0,0
1940-10-12,27.9,36.6,20.4,120.0,37.0,982.1,15.0,0.0,0.0,0
1940-10-13,27.9,36.8,20.5,114.0,37.0,980.0,17.2,0.0,0.0,0
1940-10-14,28.0,37.2,20.4,124.0,33.0,978.5,16.5,0.0,0.0,0
1940-10-15,28.0,37.9,18.3,123.0,28.0,979.0,13.8,0.0,0.0,0
1940-10-16,27.8,36.0,21.9,114.0,30.0,979.1,22.0,0.0,0.0,0
1940-10-17,27.6,35.9,21.5,119.0,42.0,978.2,20.5,0.0,0.0,0
1940-10-18,27.9,37.0,20.4,120.0,37.0,977.3,20.0,0.0,0.0,0
1940-10-19,28.0,36.7,19.7,134.0,36.0,978.3,15.6,0.5,0.5,1
1940-10-20,27.7,35.6,20.0,211.0,33.0,980.2,15.0,0.0,0.0,0
1940-10-21,27.7,36.5,20.7,318.0,22.0,979.0,16.8,0.0,0.0,0
1940-10-22,26.9,36.6,18.7,321.0,18.0,977.9,17.4,0.0,0.0,0
1940-10-23,26.8,36.9,19.0,313.0,17.0,978.2,12.8,0.0,0.0,0
1940-10-24,27.7,36.8,18.4,274.0,15.0,979.8,11.2,0.0,0.0,0
1940-10-25,26.9,36.3,17.9,124.0,22.0,982.3,12.9,0.0,0.0,0
1940-10-26,25.9,35.7,17.6,117.0,36.0,982.6,16.8,0.0,0.0,0
1940-10-27,26.1,34.2,19.6,114.0,47.0,985.0,21.9,0.0,0.0,0
1940-10-28,26.5,34.0,19.8,113.0,44.0,984.3,18.0,0.1,0.1,1
1940-10-29,26.1,33.4,19.1,116.0,34.0,982.8,13.3,0.0,0.0,0
1940-10-30,24.9,32.3,18.7,115.0,48.0,983.5,22.2,0.1,0.1,1
1940-10-31,24.3,31.8,19.2,103.0,50.0,985.1,21.3,0.4,0.4,1
1940-11-01,24.7,32.4,18.0,58.0,37.0,984.1,15.0,0.2,0.2,1
1940-11-02,24.8,33.3,17.7,324.0,20.0,981.4,18.8,0.0,0.0,0
1940-11-03,24.0,32.8,15.7,327.0,16.0,980.6,18.6,0.0,0.0,0
1940-11-04,23.1,32.5,15.1,323.0,15.0,981.1,18.8,0.0,0.0,0
